"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","user_sex","user_age","user_nationality","image_name","responses","question_order"
"460105.20999999973","user_info.html","external-html","0","460112","0.0-0.0","male","27","Asia10","","",""
"2446.1450000017066","instruction_page.html","external-html","1","462757","0.0-1.0","","","","","",""
"12882.20999999973","instruction_page2.html","external-html","2","475668","0.0-2.0","","","","","",""
"6715.2150000002","instruction_page3.html","external-html","3","482420","0.0-3.0","","","","","",""
"5917.640000001469","","survey-likert","4","488341","0.0-4.0","","","","origin40","{""0"":4,""1"":2}","[0,1]"
"6611.815000000177","","survey-likert","5","494957","0.0-5.0","","","","data57","{""0"":3,""1"":2}","[0,1]"
"6572.444999999774","","survey-likert","6","501532","0.0-6.0","","","","data7","{""0"":5,""1"":3}","[0,1]"
"5764.295000000857","","survey-likert","7","507300","0.0-7.0","","","","data39","{""0"":4,""1"":4}","[0,1]"
"12068.010000000882","","survey-likert","8","519372","0.0-8.0","","","","origin25","{""0"":4,""1"":3}","[0,1]"
"5676.26500000013","","survey-likert","9","525052","0.0-9.0","","","","origin39","{""0"":5,""1"":4}","[0,1]"
"4780.295000000508","","survey-likert","10","529836","0.0-10.0","","","","data37","{""0"":4,""1"":3}","[0,1]"
"4316.194999999367","","survey-likert","11","534155","0.0-11.0","","","","data53","{""0"":5,""1"":3}","[0,1]"
"6100.855000000563","","survey-likert","12","540259","0.0-12.0","","","","data15","{""0"":4,""1"":2}","[0,1]"
"4084.0900000003166","","survey-likert","13","544347","0.0-13.0","","","","data48","{""0"":3,""1"":3}","[0,1]"
"3028.904999999213","","survey-likert","14","547379","0.0-14.0","","","","data26","{""0"":4,""1"":3}","[0,1]"
"5396.84499999939","","survey-likert","15","552779","0.0-15.0","","","","data12","{""0"":4,""1"":4}","[0,1]"
"5268.034999999101","","survey-likert","16","558051","0.0-16.0","","","","origin33","{""0"":4,""1"":3}","[0,1]"
"4748.129999999888","","survey-likert","17","562802","0.0-17.0","","","","origin20","{""0"":6,""1"":4}","[0,1]"
"3684.4149999998044","","survey-likert","18","566490","0.0-18.0","","","","origin44","{""0"":5,""1"":4}","[0,1]"
"4396.639999998966","","survey-likert","19","570890","0.0-19.0","","","","data31","{""0"":4,""1"":3}","[0,1]"
"4220.204999999609","","survey-likert","20","575114","0.0-20.0","","","","origin26","{""0"":5,""1"":4}","[0,1]"
"3012.575000000652","","survey-likert","21","578130","0.0-21.0","","","","origin4","{""0"":4,""1"":2}","[0,1]"
"7668.660000001197","","survey-likert","22","585802","0.0-22.0","","","","origin21","{""0"":4,""1"":4}","[0,1]"
"5739.999999999767","","survey-likert","23","591545","0.0-23.0","","","","data34","{""0"":2,""1"":2}","[0,1]"
"3285.144999999786","","survey-likert","24","594833","0.0-24.0","","","","data16","{""0"":4,""1"":3}","[0,1]"
"6004.269999999437","","survey-likert","25","600842","0.0-25.0","","","","origin28","{""0"":3,""1"":5}","[0,1]"
"5635.974999999278","","survey-likert","26","606481","0.0-26.0","","","","origin37","{""0"":5,""1"":4}","[0,1]"
"4828.20999999973","","survey-likert","27","611313","0.0-27.0","","","","data59","{""0"":1,""1"":2}","[0,1]"
"4732.740000001271","","survey-likert","28","616049","0.0-28.0","","","","data24","{""0"":5,""1"":4}","[0,1]"
"4132.905000000377","","survey-likert","29","620185","0.0-29.0","","","","origin7","{""0"":4,""1"":3}","[0,1]"
"3044.23500000115","","survey-likert","30","623232","0.0-30.0","","","","data2","{""0"":4,""1"":3}","[0,1]"
"3812.5399999989895","","survey-likert","31","627048","0.0-31.0","","","","origin32","{""0"":5,""1"":4}","[0,1]"
"6916.380000000587","","survey-likert","32","633968","0.0-32.0","","","","origin19","{""0"":4,""1"":5}","[0,1]"
"3220.304999998887","","survey-likert","33","637192","0.0-33.0","","","","data51","{""0"":5,""1"":5}","[0,1]"
"3076.3000000006286","","survey-likert","34","640272","0.0-34.0","","","","data50","{""0"":4,""1"":4}","[0,1]"
"3780.8800000002375","","survey-likert","35","644056","0.0-35.0","","","","data6","{""0"":5,""1"":3}","[0,1]"
"3308.4149999995716","","survey-likert","36","647368","0.0-36.0","","","","origin23","{""0"":5,""1"":4}","[0,1]"
"2732.555000000517","","survey-likert","37","650103","0.0-37.0","","","","data14","{""0"":4,""1"":4}","[0,1]"
"3236.7399999984773","","survey-likert","38","653344","0.0-38.0","","","","origin14","{""0"":5,""1"":5}","[0,1]"
"3028.70500000054","","survey-likert","39","656375","0.0-39.0","","","","data17","{""0"":4,""1"":4}","[0,1]"
