"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","user_sex","user_age","user_nationality","image_name","responses","question_order"
"762100.6849999994","user_info.html","external-html","0","13124971","0.0-0.0","female","23","Asia10","","",""
"2305.580000000191","instruction_page.html","external-html","1","13127423","0.0-1.0","","","","","",""
"10470.499999999418","instruction_page2.html","external-html","2","13137919","0.0-2.0","","","","","",""
"5231.660000001313","instruction_page3.html","external-html","3","13143183","0.0-3.0","","","","","",""
"23565.405000001192","","survey-likert","4","13166752","0.0-4.0","","","","data1","{""0"":5,""1"":2}","[0,1]"
"9723.734999999637","","survey-likert","5","13176480","0.0-5.0","","","","data52","{""0"":6,""1"":2}","[0,1]"
"6332.624999999069","","survey-likert","6","13182816","0.0-6.0","","","","origin7","{""0"":5,""1"":3}","[0,1]"
"5220.010000000941","","survey-likert","7","13188039","0.0-7.0","","","","origin3","{""0"":4,""1"":4}","[0,1]"
"6524.384999998845","","survey-likert","8","13194568","0.0-8.0","","","","origin31","{""0"":4,""1"":1}","[0,1]"
"10732.079999999725","","survey-likert","9","13205304","0.0-9.0","","","","origin32","{""0"":4,""1"":1}","[0,1]"
"8612.705000001355","","survey-likert","10","13213920","0.0-10.0","","","","data23","{""0"":4,""1"":1}","[0,1]"
"7348.835000000661","","survey-likert","11","13221272","0.0-11.0","","","","data22","{""0"":4,""1"":1}","[0,1]"
"3468.1550000004936","","survey-likert","12","13224744","0.0-12.0","","","","data47","{""0"":5,""1"":3}","[0,1]"
"3316.5699999990175","","survey-likert","13","13228064","0.0-13.0","","","","data36","{""0"":5,""1"":4}","[0,1]"
"5532.8000000008615","","survey-likert","14","13233600","0.0-14.0","","","","data28","{""0"":4,""1"":1}","[0,1]"
"5980.235000000917","","survey-likert","15","13239584","0.0-15.0","","","","origin43","{""0"":6,""1"":2}","[0,1]"
"4420.584999999963","","survey-likert","16","13244008","0.0-16.0","","","","data13","{""0"":3,""1"":2}","[0,1]"
"5588.154999999446","","survey-likert","17","13249600","0.0-17.0","","","","origin11","{""0"":4,""1"":4}","[0,1]"
"7324.1500000003725","","survey-likert","18","13256928","0.0-18.0","","","","data44","{""0"":4,""1"":1}","[0,1]"
"4564.219999998342","","survey-likert","19","13261496","0.0-19.0","","","","data41","{""0"":6,""1"":4}","[0,1]"
"5108.335000000778","","survey-likert","20","13266608","0.0-20.0","","","","data31","{""0"":4,""1"":1}","[0,1]"
"6044.289999999804","","survey-likert","21","13272656","0.0-21.0","","","","data2","{""0"":5,""1"":2}","[0,1]"
"30268.505000000005","","survey-likert","22","13302928","0.0-22.0","","","","origin5","{""0"":4,""1"":3}","[0,1]"
"4788.960000001593","","survey-likert","23","13307720","0.0-23.0","","","","data29","{""0"":4,""1"":1}","[0,1]"
"6180.324999999371","","survey-likert","24","13313904","0.0-24.0","","","","data57","{""0"":3,""1"":1}","[0,1]"
"5260.1749999994645","","survey-likert","25","13319168","0.0-25.0","","","","origin28","{""0"":4,""1"":4}","[0,1]"
"4068.8549999995157","","survey-likert","26","13323240","0.0-26.0","","","","origin9","{""0"":4,""1"":1}","[0,1]"
"3396.264999999432","","survey-likert","27","13326640","0.0-27.0","","","","data50","{""0"":3,""1"":0}","[0,1]"
"14572.749999999302","","survey-likert","28","13341216","0.0-28.0","","","","data18","{""0"":4,""1"":0}","[0,1]"
