rt,url,trial_type,trial_index,time_elapsed,internal_node_id,user_sex,user_age,user_nationality,image_name,responses,question_order
3932.4,,survey-likert,60,908871,0.0-60.0,,,,origin19,"{""0"":5,""1"":5}","[0,1]"
13132.795,,survey-likert,61,922900,0.0-61.0,,,,origin11,"{""0"":6,""1"":5}","[0,1]"
5404.28,,survey-likert,62,928308,0.0-62.0,,,,origin40,"{""0"":5,""1"":5}","[0,1]"
7100.195,,survey-likert,63,935412,0.0-63.0,,,,data34,"{""0"":5,""1"":5}","[0,1]"
6964.485,,survey-likert,64,942380,0.0-64.0,,,,origin17,"{""0"":6,""1"":5}","[0,1]"
4220.755,,survey-likert,65,946604,0.0-65.0,,,,data29,"{""0"":5,""1"":2}","[0,1]"
7404.185,,survey-likert,66,954011,0.0-66.0,,,,data35,"{""0"":6,""1"":3}","[0,1]"
5764.44,,survey-likert,67,959779,0.0-67.0,,,,data40,"{""0"":4,""1"":3}","[0,1]"
5580.505,,survey-likert,68,965364,0.0-68.0,,,,origin44,"{""0"":5,""1"":5}","[0,1]"
6260.825,,survey-likert,69,971627,0.0-69.0,,,,origin8,"{""0"":5,""1"":5}","[0,1]"
15805,,survey-likert,70,987435,0.0-70.0,,,,data22,"{""0"":6,""1"":4}","[0,1]"
5756.285,,survey-likert,71,993195,0.0-71.0,,,,data37,"{""0"":4,""1"":1}","[0,1]"
4900.35,,survey-likert,72,998099,0.0-72.0,,,,data31,"{""0"":5,""1"":3}","[0,1]"
10428.285,,survey-likert,73,1008531,0.0-73.0,,,,origin18,"{""0"":2,""1"":4}","[0,1]"
8644.25,,survey-likert,74,1017179,0.0-74.0,,,,origin25,"{""0"":6,""1"":4}","[0,1]"
11372.28,,survey-likert,75,1028555,0.0-75.0,,,,origin37,"{""0"":6,""1"":6}","[0,1]"
6692.25,,survey-likert,76,1035251,0.0-76.0,,,,origin14,"{""0"":6,""1"":6}","[0,1]"
8772.425,,survey-likert,77,1044027,0.0-77.0,,,,origin46,"{""0"":6,""1"":5}","[0,1]"
10156.825,,survey-likert,78,1054186,0.0-78.0,,,,data4,"{""0"":3,""1"":3}","[0,1]"
12012.265,,survey-likert,79,1066202,0.0-79.0,,,,origin47,"{""0"":4,""1"":4}","[0,1]"
5212.46,,survey-likert,80,1071418,0.0-80.0,,,,origin26,"{""0"":6,""1"":5}","[0,1]"
5172.775,,survey-likert,81,1076594,0.0-81.0,,,,origin9,"{""0"":4,""1"":4}","[0,1]"
3516.27,,survey-likert,82,1080114,0.0-82.0,,,,data55,"{""0"":5,""1"":5}","[0,1]"
9172.825,,survey-likert,83,1089290,0.0-83.0,,,,data25,"{""0"":2,""1"":4}","[0,1]"
4924.26,,survey-likert,84,1094218,0.0-84.0,,,,data32,"{""0"":5,""1"":4}","[0,1]"
6684.835,,survey-likert,85,1100906,0.0-85.0,,,,data6,"{""0"":6,""1"":4}","[0,1]"
9980.355,,survey-likert,86,1110890,0.0-86.0,,,,data30,"{""0"":5,""1"":4}","[0,1]"
5564.41,,survey-likert,87,1116458,0.0-87.0,,,,origin21,"{""0"":6,""1"":5}","[0,1]"
11556.385,,survey-likert,88,1128018,0.0-88.0,,,,data48,"{""0"":1,""1"":5}","[0,1]"
5628.86,,survey-likert,89,1133650,0.0-89.0,,,,data9,"{""0"":4,""1"":2}","[0,1]"
7460.39,,survey-likert,90,1141114,0.0-90.0,,,,data3,"{""0"":4,""1"":2}","[0,1]"
7956.275,,survey-likert,91,1149073,0.0-91.0,,,,origin15,"{""0"":6,""1"":4}","[0,1]"
7180.275,,survey-likert,92,1156257,0.0-92.0,,,,origin41,"{""0"":6,""1"":4}","[0,1]"
4508.22,,survey-likert,93,1160769,0.0-93.0,,,,origin50,"{""0"":6,""1"":5}","[0,1]"
3900.26,,survey-likert,94,1164673,0.0-94.0,,,,origin35,"{""0"":6,""1"":5}","[0,1]"
7972.275,,survey-likert,95,1172649,0.0-95.0,,,,data51,"{""0"":6,""1"":5}","[0,1]"
14212.46,,survey-likert,96,1186865,0.0-96.0,,,,data59,"{""0"":1,""1"":4}","[0,1]"
5804.43,,survey-likert,97,1192673,0.0-97.0,,,,origin13,"{""0"":5,""1"":5}","[0,1]"
7844.37,,survey-likert,98,1200521,0.0-98.0,,,,origin16,"{""0"":4,""1"":1}","[0,1]"
22772.7,,survey-likert,99,1223296,0.0-99.0,,,,data24,"{""0"":5,""1"":2}","[0,1]"
7092.49,,survey-likert,100,1230392,0.0-100.0,,,,data46,"{""0"":6,""1"":4}","[0,1]"
8084.355,,survey-likert,101,1238480,0.0-101.0,,,,data1,"{""0"":3,""1"":2}","[0,1]"
4580.195,,survey-likert,102,1243064,0.0-102.0,,,,data36,"{""0"":5,""1"":4}","[0,1]"
7556.33,,survey-likert,103,1250624,0.0-103.0,,,,data33,"{""0"":1,""1"":4}","[0,1]"
4428.185,,survey-likert,104,1255056,0.0-104.0,,,,origin36,"{""0"":6,""1"":4}","[0,1]"
6380.985,,survey-likert,105,1261440,0.0-105.0,,,,data8,"{""0"":5,""1"":4}","[0,1]"
5380.445,,survey-likert,106,1266824,0.0-106.0,,,,data54,"{""0"":5,""1"":5}","[0,1]"
8556.335,,survey-likert,107,1275384,0.0-107.0,,,,origin22,"{""0"":5,""1"":5}","[0,1]"
4108.32,,survey-likert,108,1279496,0.0-108.0,,,,data47,"{""0"":5,""1"":4}","[0,1]"
3572.41,,survey-likert,109,1283072,0.0-109.0,,,,data56,"{""0"":5,""1"":4}","[0,1]"
7892.545,,survey-likert,110,1290968,0.0-110.0,,,,origin4,"{""0"":4,""1"":3}","[0,1]"
3596.845,,survey-likert,111,1294568,0.0-111.0,,,,data17,"{""0"":5,""1"":3}","[0,1]"
5084.425,,survey-likert,112,1299656,0.0-112.0,,,,data58,"{""0"":5,""1"":2}","[0,1]"
1618.355,CES_D.html,external-html,113,1301351,0.0-113.0,,,,,,
81390.635,,survey-likert2,114,1382746,0.0-114.0,,,,,"{""p1"":0,""p2"":0,""p3"":0,""p4"":3,""p5"":1,""p6"":1,""p7"":0,""p8"":0,""p9"":0,""p10"":2,""p11"":0,""p12"":3,""p13"":0,""p14"":0,""p15"":0,""p16"":1,""p17"":1,""p18"":1,""p19"":0,""p20"":2}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
