rt,url,trial_type,trial_index,time_elapsed,internal_node_id,user_sex,user_age,user_nationality,image_name,responses,question_order
7268.25,,survey-likert,49,2399423,0.0-49.0,,,,origin18,"{""0"":4,""1"":3}","[0,1]"
15860.525,,survey-likert,50,2415287,0.0-50.0,,,,origin22,"{""0"":3,""1"":1}","[0,1]"
9108.28,,survey-likert,51,2424398,0.0-51.0,,,,data38,"{""0"":4,""1"":2}","[0,1]"
5572.92,,survey-likert,52,2429974,0.0-52.0,,,,data22,"{""0"":4,""1"":4}","[0,1]"
7428.17,,survey-likert,53,2437406,0.0-53.0,,,,origin19,"{""0"":4,""1"":4}","[0,1]"
7508.54,,survey-likert,54,2444917,0.0-54.0,,,,data36,"{""0"":4,""1"":3}","[0,1]"
11284.73,,survey-likert,55,2456206,0.0-55.0,,,,data11,"{""0"":2,""1"":1}","[0,1]"
6467.715,,survey-likert,56,2462677,0.0-56.0,,,,origin23,"{""0"":1,""1"":1}","[0,1]"
6668.26,,survey-likert,57,2469349,0.0-57.0,,,,data51,"{""0"":5,""1"":4}","[0,1]"
6020.27,,survey-likert,58,2475372,0.0-58.0,,,,data41,"{""0"":4,""1"":4}","[0,1]"
7188.77,,survey-likert,59,2482564,0.0-59.0,,,,data26,"{""0"":4,""1"":4}","[0,1]"
5652.29,,survey-likert,60,2488220,0.0-60.0,,,,origin29,"{""0"":5,""1"":4}","[0,1]"
7180.385,,survey-likert,61,2495404,0.0-61.0,,,,origin25,"{""0"":5,""1"":2}","[0,1]"
6052.2,,survey-likert,62,2501459,0.0-62.0,,,,origin20,"{""0"":5,""1"":2}","[0,1]"
5692.825,,survey-likert,63,2507155,0.0-63.0,,,,data28,"{""0"":4,""1"":3}","[0,1]"
5844.48,,survey-likert,64,2513003,0.0-64.0,,,,origin44,"{""0"":4,""1"":4}","[0,1]"
5756.835,,survey-likert,65,2518763,0.0-65.0,,,,data9,"{""0"":4,""1"":3}","[0,1]"
5764.295,,survey-likert,66,2524530,0.0-66.0,,,,data1,"{""0"":4,""1"":3}","[0,1]"
6484.44,,survey-likert,67,2531018,0.0-67.0,,,,origin31,"{""0"":3,""1"":2}","[0,1]"
6676.705,,survey-likert,68,2537698,0.0-68.0,,,,data20,"{""0"":4,""1"":4}","[0,1]"
6404.295,,survey-likert,69,2544106,0.0-69.0,,,,origin14,"{""0"":5,""1"":5}","[0,1]"
4916.27,,survey-likert,70,2549026,0.0-70.0,,,,origin27,"{""0"":4,""1"":4}","[0,1]"
5396.25,,survey-likert,71,2554425,0.0-71.0,,,,data43,"{""0"":4,""1"":3}","[0,1]"
5492.21,,survey-likert,72,2559921,0.0-72.0,,,,origin3,"{""0"":4,""1"":2}","[0,1]"
5604.225,,survey-likert,73,2565529,0.0-73.0,,,,origin16,"{""0"":4,""1"":3}","[0,1]"
4060.49,,survey-likert,74,2569593,0.0-74.0,,,,data54,"{""0"":4,""1"":4}","[0,1]"
4684.355,,survey-likert,75,2574281,0.0-75.0,,,,origin39,"{""0"":4,""1"":2}","[0,1]"
4812.24,,survey-likert,76,2579096,0.0-76.0,,,,origin41,"{""0"":5,""1"":4}","[0,1]"
7660.82,,survey-likert,77,2586760,0.0-77.0,,,,data7,"{""0"":4,""1"":3}","[0,1]"
6724.225,,survey-likert,78,2593488,0.0-78.0,,,,origin34,"{""0"":4,""1"":5}","[0,1]"
5036.28,,survey-likert,79,2598528,0.0-79.0,,,,data35,"{""0"":5,""1"":4}","[0,1]"
4004.35,,survey-likert,80,2602536,0.0-80.0,,,,origin15,"{""0"":4,""1"":4}","[0,1]"
3956.18,,survey-likert,81,2606495,0.0-81.0,,,,data56,"{""0"":4,""1"":4}","[0,1]"
4324.46,,survey-likert,82,2610823,0.0-82.0,,,,data46,"{""0"":5,""1"":5}","[0,1]"
6172.36,,survey-likert,83,2616999,0.0-83.0,,,,data50,"{""0"":5,""1"":4}","[0,1]"
3836.625,,survey-likert,84,2620839,0.0-84.0,,,,origin8,"{""0"":4,""1"":3}","[0,1]"
4692.37,,survey-likert,85,2625535,0.0-85.0,,,,data48,"{""0"":4,""1"":1}","[0,1]"
8428.33,,survey-likert,86,2633967,0.0-86.0,,,,origin21,"{""0"":4,""1"":2}","[0,1]"
10772.38,,survey-likert,87,2644742,0.0-87.0,,,,origin45,"{""0"":5,""1"":4}","[0,1]"
5548.71,,survey-likert,88,2650294,0.0-88.0,,,,data6,"{""0"":4,""1"":4}","[0,1]"
5628.355,,survey-likert,89,2655926,0.0-89.0,,,,data53,"{""0"":4,""1"":4}","[0,1]"
8820.34,,survey-likert,90,2664749,0.0-90.0,,,,data39,"{""0"":4,""1"":4}","[0,1]"
10724.245,,survey-likert,91,2675477,0.0-91.0,,,,origin11,"{""0"":4,""1"":3}","[0,1]"
4308.27,,survey-likert,92,2679789,0.0-92.0,,,,origin28,"{""0"":4,""1"":5}","[0,1]"
4444.745,,survey-likert,93,2684237,0.0-93.0,,,,origin9,"{""0"":4,""1"":2}","[0,1]"
4260.245,,survey-likert,94,2688501,0.0-94.0,,,,origin17,"{""0"":5,""1"":4}","[0,1]"
4284.285,,survey-likert,95,2692789,0.0-95.0,,,,origin49,"{""0"":4,""1"":1}","[0,1]"
4996.34,,survey-likert,96,2697788,0.0-96.0,,,,data42,"{""0"":2,""1"":1}","[0,1]"
4788.395,,survey-likert,97,2702580,0.0-97.0,,,,data32,"{""0"":4,""1"":3}","[0,1]"
5700.765,,survey-likert,98,2708284,0.0-98.0,,,,data21,"{""0"":4,""1"":4}","[0,1]"
4316.885,,survey-likert,99,2712604,0.0-99.0,,,,data14,"{""0"":5,""1"":4}","[0,1]"
8524.38,,survey-likert,100,2721132,0.0-100.0,,,,origin35,"{""0"":4,""1"":1}","[0,1]"
7452.285,,survey-likert,101,2728587,0.0-101.0,,,,data2,"{""0"":4,""1"":2}","[0,1]"
4668.75,,survey-likert,102,2733259,0.0-102.0,,,,origin4,"{""0"":4,""1"":2}","[0,1]"
5316.875,,survey-likert,103,2738579,0.0-103.0,,,,data24,"{""0"":4,""1"":3}","[0,1]"
4460.33,,survey-likert,104,2743043,0.0-104.0,,,,data34,"{""0"":4,""1"":1}","[0,1]"
3764.255,,survey-likert,105,2746811,0.0-105.0,,,,data47,"{""0"":4,""1"":4}","[0,1]"
5156.31,,survey-likert,106,2751971,0.0-106.0,,,,data58,"{""0"":4,""1"":3}","[0,1]"
5556.7,,survey-likert,107,2757530,0.0-107.0,,,,data18,"{""0"":4,""1"":2}","[0,1]"
4356.33,,survey-likert,108,2761890,0.0-108.0,,,,data55,"{""0"":4,""1"":3}","[0,1]"
3732.925,,survey-likert,109,2765626,0.0-109.0,,,,data5,"{""0"":4,""1"":3}","[0,1]"
4124.89,,survey-likert,110,2769754,0.0-110.0,,,,origin7,"{""0"":5,""1"":4}","[0,1]"
4412.32,,survey-likert,111,2774170,0.0-111.0,,,,data40,"{""0"":5,""1"":4}","[0,1]"
4644.225,,survey-likert,112,2778818,0.0-112.0,,,,data57,"{""0"":4,""1"":4}","[0,1]"
3309.76,CES_D.html,external-html,113,2782161,0.0-113.0,,,,,,
82318.745,,survey-likert2,114,2864482,0.0-114.0,,,,,"{""p1"":1,""p2"":1,""p3"":0,""p4"":2,""p5"":1,""p6"":1,""p7"":1,""p8"":1,""p9"":0,""p10"":1,""p11"":1,""p12"":2,""p13"":0,""p14"":1,""p15"":2,""p16"":1,""p17"":0,""p18"":1,""p19"":1,""p20"":1}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]"
